student_id,dominant_background,years_experience,gpa,skill_python,skill_sql,skill_machine_learning,skill_data_analysis,skill_deep_learning,skill_javascript,skill_react,skill_node_js,skill_java,skill_aws,skill_docker,skill_kubernetes,skill_communication,skill_teamwork,skill_problem_solving,skill_project_management,skill_excel,skill_tableau,skill_spark,skill_statistics
STU_0271,Data Scientist,5.5,3.7,0.813,0.681,1.0,1.0,0.38,0.445,0.345,0.177,0.021,0.358,0.271,0.0,0.665,0.669,0.202,0.089,0.049,0.466,0.327,1.0
STU_0272,Data Scientist,3.4,2.22,0.773,0.724,0.943,1.0,0.648,0.106,0.21,0.0,0.0,0.325,0.144,0.161,0.825,0.41,0.28,0.489,0.275,0.245,0.236,0.607
STU_0273,Data Scientist,5.3,3.48,0.812,0.703,0.782,0.832,0.876,0.366,0.097,0.13,0.008,0.306,0.163,0.0,0.715,0.266,0.344,0.189,0.144,0.498,0.201,0.908
STU_0274,DevOps Engineer,7.7,2.93,0.382,0.131,0.019,0.109,0.388,0.108,0.308,0.428,0.196,1.0,0.98,0.917,0.313,0.476,0.704,0.056,0.047,0.349,0.369,0.119
STU_0275,Backend Developer,5.7,2.75,0.782,0.79,0.227,0.121,0.352,0.251,0.288,0.724,0.879,0.669,0.561,0.256,0.319,0.373,0.262,0.055,0.078,0.135,0.228,0.182
STU_0276,Full Stack Developer,5.2,2.45,0.285,0.232,0.18,0.548,0.47,0.653,0.722,0.58,0.003,0.02,0.566,0.173,0.238,0.299,0.149,0.205,0.036,0.0,0.0,0.297
STU_0277,DevOps Engineer,7.5,3.19,0.591,0.013,0.449,0.113,0.302,0.363,0.057,0.211,0.283,0.917,0.954,0.701,0.283,0.127,0.852,0.338,0.3,0.252,0.296,0.303
STU_0278,ML Engineer,2.9,2.71,0.925,0.34,0.826,0.0,0.874,0.169,0.019,0.275,0.415,0.456,0.853,0.0,0.14,0.476,0.151,0.213,0.314,0.0,0.611,0.71
STU_0279,Data Scientist,2.6,2.78,0.843,0.561,0.745,1.0,0.604,0.117,0.122,0.116,0.129,0.01,0.161,0.146,0.586,0.223,0.236,0.117,0.178,0.524,0.518,0.642
STU_0280,Frontend Developer,0.4,2.92,0.359,0.14,0.236,0.5,0.198,1.0,0.978,0.412,0.359,0.073,0.401,0.112,0.628,0.037,0.561,0.136,0.0,0.165,0.124,0.319
STU_0281,Project Manager,5.4,3.26,0.131,0.165,0.423,0.077,0.092,0.031,0.0,0.246,0.23,0.392,0.356,0.56,0.889,0.861,0.605,1.0,0.718,0.298,0.029,0.253
STU_0282,Data Scientist,2.3,2.83,0.798,0.878,1.0,0.733,0.708,0.0,0.3,0.0,0.121,0.003,0.168,0.326,0.421,0.146,0.123,0.437,0.265,0.023,0.129,1.0
STU_0283,ML Engineer,7.5,2.87,0.86,0.165,0.819,0.0,0.698,0.408,0.143,0.185,0.221,1.0,0.701,0.364,0.11,0.161,0.202,0.084,0.169,0.333,0.48,0.7
STU_0284,Data Scientist,3.2,3.03,1.0,0.711,0.875,0.599,0.544,0.256,0.462,0.285,0.369,0.019,0.181,0.383,0.567,0.345,0.31,0.241,0.151,0.052,0.466,0.895
STU_0285,Backend Developer,6.5,3.23,0.706,0.825,0.26,0.31,0.083,0.0,0.213,0.438,0.751,0.524,0.774,0.497,0.0,0.541,0.165,0.252,0.0,0.35,0.206,0.191
STU_0286,Project Manager,0.5,2.26,0.327,0.165,0.376,0.37,0.104,0.439,0.207,0.207,0.215,0.21,0.0,0.172,0.695,1.0,1.0,1.0,0.664,0.049,0.101,0.491
STU_0287,DevOps Engineer,1.6,3.39,0.755,0.425,0.449,0.356,0.38,0.208,0.0,0.204,0.293,0.88,0.873,0.755,0.05,0.476,1.0,0.2,0.242,0.053,0.296,0.464
STU_0288,Backend Developer,2.8,3.13,0.781,0.879,0.446,0.505,0.165,0.301,0.213,0.605,0.841,0.701,0.733,0.068,0.13,0.132,0.074,0.247,0.263,0.347,0.071,0.113
STU_0289,ML Engineer,7.0,2.7,0.905,0.174,1.0,0.376,0.967,0.204,0.069,0.489,0.328,0.632,0.914,0.12,0.412,0.422,0.062,0.287,0.317,0.592,0.489,0.915
STU_0290,Frontend Developer,2.0,3.37,0.182,0.2,0.041,0.247,0.344,0.936,0.819,0.478,0.199,0.233,0.366,0.241,0.49,0.116,0.725,0.369,0.395,0.466,0.22,0.314
STU_0291,Data Analyst,1.4,3.5,0.439,0.891,0.654,0.946,0.07,0.261,0.122,0.056,0.515,0.36,0.252,0.141,0.753,0.431,0.246,0.0,1.0,0.727,0.252,0.863
STU_0292,Frontend Developer,2.4,3.21,0.136,0.016,0.242,0.415,0.103,0.791,1.0,0.431,0.138,0.144,0.19,0.0,0.619,0.235,0.733,0.374,0.476,0.427,0.337,0.178
STU_0293,DevOps Engineer,2.0,3.36,0.688,0.323,0.293,0.182,0.318,0.389,0.332,0.195,0.075,0.771,0.798,0.939,0.278,0.0,0.724,0.236,0.065,0.265,0.154,0.091
STU_0294,Project Manager,3.0,3.24,0.073,0.164,0.27,0.086,0.0,0.0,0.137,0.002,0.148,0.45,0.0,0.158,1.0,0.961,0.745,0.926,0.764,0.454,0.12,0.086
STU_0295,ML Engineer,1.1,3.08,0.689,0.13,0.764,0.361,0.724,0.26,0.0,0.22,0.02,0.636,1.0,0.34,0.181,0.68,0.063,0.375,0.0,0.163,0.398,0.739
STU_0296,Frontend Developer,2.9,2.96,0.364,0.115,0.249,0.323,0.0,0.788,0.908,0.595,0.413,0.168,0.153,0.069,0.749,0.155,0.659,0.186,0.283,0.115,0.084,0.265
STU_0297,ML Engineer,6.9,3.08,0.727,0.38,0.834,0.116,0.793,0.111,0.14,0.215,0.137,0.636,0.548,0.027,0.209,0.246,0.0,0.314,0.315,0.346,0.645,0.796
STU_0298,DevOps Engineer,3.2,3.08,0.443,0.0,0.463,0.465,0.061,0.091,0.151,0.384,0.007,0.605,1.0,0.947,0.268,0.169,0.87,0.0,0.074,0.216,0.0,0.155
STU_0299,Backend Developer,6.9,3.07,0.617,0.651,0.0,0.222,0.155,0.0,0.209,0.656,0.731,0.276,0.802,0.015,0.209,0.079,0.142,0.373,0.28,0.37,0.25,0.259
STU_0300,Frontend Developer,4.7,3.73,0.166,0.384,0.124,0.24,0.234,1.0,0.88,0.624,0.0,0.0,0.0,0.318,0.801,0.335,0.598,0.115,0.182,0.417,0.454,0.319
STU_0301,ML Engineer,3.5,3.74,0.862,0.141,0.881,0.053,0.774,0.032,0.354,0.282,0.414,0.456,0.985,0.0,0.02,0.107,0.396,0.234,0.163,0.081,0.394,0.87
STU_0302,Data Scientist,3.4,3.91,0.96,0.304,0.713,0.97,0.545,0.116,0.035,0.342,0.268,0.275,0.105,0.226,0.499,0.181,0.0,0.0,0.152,0.556,0.0,0.613
STU_0303,Backend Developer,1.8,3.33,0.73,0.905,0.149,0.123,0.212,0.101,0.309,0.459,0.933,0.606,0.668,0.0,0.053,0.38,0.169,0.242,0.068,0.196,0.0,0.215
STU_0304,DevOps Engineer,3.9,3.17,0.464,0.149,0.281,0.168,0.157,0.486,0.057,0.362,0.027,0.998,1.0,0.823,0.017,0.0,0.708,0.279,0.038,0.215,0.0,0.165
STU_0305,ML Engineer,2.7,3.03,0.825,0.021,0.801,0.06,0.603,0.362,0.146,0.0,0.107,0.837,0.586,0.425,0.072,0.276,0.355,0.268,0.0,0.059,0.776,0.579
STU_0306,Data Scientist,2.9,3.34,0.921,0.492,0.809,0.769,0.634,0.214,0.269,0.126,0.06,0.227,0.046,0.362,0.683,0.151,0.269,0.189,0.0,0.041,0.359,0.813
STU_0307,Backend Developer,6.3,3.66,0.616,0.669,0.028,0.35,0.0,0.074,0.218,0.937,0.883,0.473,0.929,0.0,0.24,0.273,0.068,0.305,0.123,0.304,0.0,0.25
STU_0308,DevOps Engineer,2.5,3.1,0.593,0.387,0.276,0.181,0.318,0.319,0.271,0.0,0.053,1.0,0.712,1.0,0.306,0.091,0.501,0.115,0.512,0.071,0.081,0.05
STU_0309,Frontend Developer,1.2,3.31,0.106,0.412,0.287,0.062,0.016,1.0,0.903,0.268,0.0,0.033,0.014,0.0,0.535,0.062,0.631,0.454,0.16,0.175,0.276,0.164
STU_0310,Frontend Developer,1.8,3.19,0.218,0.615,0.337,0.038,0.256,0.781,0.967,0.294,0.034,0.252,0.35,0.275,0.828,0.256,0.726,0.124,0.322,0.354,0.191,0.182
STU_0311,ML Engineer,5.0,3.04,0.911,0.273,0.885,0.077,0.857,0.194,0.476,0.318,0.111,0.809,0.746,0.396,0.121,0.228,0.185,0.209,0.067,0.286,0.663,0.893
STU_0312,DevOps Engineer,8.0,3.69,0.718,0.081,0.363,0.362,0.389,0.256,0.127,0.216,0.257,0.816,1.0,0.987,0.066,0.482,0.815,0.036,0.075,0.423,0.474,0.351
STU_0313,Full Stack Developer,4.2,3.43,0.684,0.749,0.281,0.31,0.089,0.91,0.919,0.769,0.153,0.271,0.503,0.002,0.372,0.132,0.203,0.108,0.392,0.328,0.164,0.023
STU_0314,Full Stack Developer,4.9,2.88,0.628,0.716,0.232,0.314,0.194,0.868,0.552,1.0,0.157,0.231,0.685,0.138,0.201,0.199,0.063,0.266,0.0,0.463,0.319,0.296
STU_0315,Data Analyst,4.7,3.46,0.808,1.0,0.379,1.0,0.279,0.073,0.349,0.035,0.018,0.009,0.346,0.191,0.815,0.198,0.031,0.099,0.707,0.489,0.124,0.538
STU_0316,DevOps Engineer,6.5,3.06,0.406,0.156,0.478,0.053,0.264,0.216,0.364,0.244,0.135,0.91,0.912,0.886,0.002,0.386,0.96,0.043,0.155,0.166,0.027,0.0
STU_0317,Backend Developer,6.7,2.95,0.484,0.827,0.374,0.326,0.181,0.0,0.307,0.722,0.864,0.89,0.576,0.0,0.042,0.273,0.204,0.018,0.0,0.147,0.013,0.278
STU_0318,Data Scientist,7.9,3.1,0.786,0.739,0.906,0.93,0.627,0.189,0.045,0.09,0.141,0.51,0.0,0.137,0.715,0.155,0.361,0.154,0.165,0.322,0.472,1.0
STU_0319,Frontend Developer,1.9,2.88,0.18,0.193,0.207,0.222,0.073,1.0,0.931,0.493,0.009,0.209,0.0,0.113,0.616,0.243,0.982,0.286,0.417,0.297,0.369,0.479
STU_0320,DevOps Engineer,3.2,3.97,0.7,0.199,0.233,0.163,0.111,0.443,0.035,0.303,0.279,0.663,0.775,0.801,0.285,0.145,0.787,0.0,0.549,0.211,0.275,0.119
STU_0321,DevOps Engineer,1.7,3.3,0.312,0.242,0.018,0.139,0.104,0.052,0.205,0.0,0.153,0.886,0.696,1.0,0.111,0.164,0.711,0.188,0.396,0.571,0.312,0.363
STU_0322,Project Manager,6.4,2.88,0.436,0.319,0.222,0.253,0.0,0.244,0.0,0.0,0.229,0.033,0.199,0.221,0.927,0.764,0.935,0.937,0.766,0.021,0.173,0.365
STU_0323,Project Manager,6.4,3.29,0.118,0.052,0.102,0.0,0.179,0.295,0.082,0.186,0.167,0.358,0.108,0.114,0.773,0.729,0.879,0.93,0.708,0.391,0.4,0.0
STU_0324,ML Engineer,6.1,3.2,0.831,0.249,0.641,0.419,0.877,0.07,0.112,0.0,0.153,0.628,0.501,0.317,0.392,0.196,0.154,0.265,0.197,0.038,0.502,0.656
STU_0325,Data Scientist,0.8,3.0,0.932,0.471,1.0,0.901,0.983,0.142,0.249,0.624,0.229,0.19,0.052,0.429,0.526,0.264,0.129,0.172,0.0,0.401,0.158,0.618
STU_0326,Frontend Developer,4.1,2.91,0.25,0.326,0.271,0.0,0.304,0.885,0.851,0.484,0.0,0.229,0.0,0.157,0.723,0.361,0.577,0.418,0.342,0.136,0.034,0.0
STU_0327,Project Manager,6.6,3.05,0.38,0.098,0.065,0.235,0.097,0.201,0.348,0.218,0.218,0.231,0.0,0.259,0.924,1.0,0.891,0.92,0.855,0.156,0.237,0.153
STU_0328,Full Stack Developer,7.6,3.67,0.847,1.0,0.331,0.431,0.0,0.587,0.652,0.806,0.17,0.0,0.773,0.523,0.392,0.363,0.234,0.074,0.211,0.516,0.147,0.132
STU_0329,Data Scientist,1.2,3.24,0.773,0.661,0.825,0.91,0.766,0.079,0.363,0.215,0.549,0.248,0.185,0.286,0.649,0.0,0.164,0.162,0.0,0.189,0.0,0.748
STU_0330,ML Engineer,5.5,3.55,0.838,0.187,0.782,0.202,0.809,0.065,0.24,0.239,0.175,1.0,0.679,0.158,0.137,0.054,0.303,0.097,0.115,0.119,0.452,0.437
STU_0331,Data Analyst,1.8,3.26,0.63,1.0,0.313,0.979,0.482,0.185,0.209,0.198,0.432,0.2,0.103,0.288,0.678,0.28,0.262,0.172,0.885,0.477,0.224,0.631
STU_0332,DevOps Engineer,1.6,3.81,0.511,0.0,0.396,0.147,0.081,0.25,0.297,0.295,0.203,0.924,0.935,0.95,0.264,0.364,0.808,0.077,0.178,0.313,0.0,0.0
STU_0333,Project Manager,1.6,2.64,0.01,0.215,0.14,0.161,0.246,0.006,0.034,0.155,0.178,0.031,0.318,0.137,0.837,0.942,0.781,1.0,0.56,0.0,0.154,0.209
STU_0334,Full Stack Developer,5.2,3.54,0.627,0.586,0.0,0.345,0.105,0.972,0.704,0.844,0.168,0.0,0.429,0.181,0.255,0.0,0.192,0.032,0.235,0.197,0.312,0.36
STU_0335,ML Engineer,5.1,3.4,0.847,0.623,0.717,0.121,0.935,0.313,0.273,0.301,0.0,0.938,0.669,0.387,0.0,0.238,0.115,0.286,0.248,0.255,0.441,0.691
STU_0336,Data Scientist,7.5,4.0,1.0,0.723,0.709,0.916,0.992,0.447,0.0,0.21,0.34,0.173,0.131,0.16,0.783,0.028,0.378,0.192,0.06,0.369,0.0,0.717
STU_0337,DevOps Engineer,6.2,3.23,0.497,0.0,0.113,0.268,0.318,0.541,0.411,0.228,0.066,1.0,0.845,0.801,0.137,0.012,0.73,0.165,0.31,0.142,0.01,0.0
STU_0338,Data Analyst,6.3,3.01,0.517,0.83,0.258,1.0,0.083,0.213,0.344,0.084,0.198,0.194,0.003,0.225,0.805,0.283,0.022,0.201,1.0,1.0,0.392,0.523
STU_0339,Project Manager,0.1,2.88,0.243,0.084,0.0,0.148,0.308,0.243,0.26,0.232,0.261,0.279,0.159,0.212,1.0,0.921,0.806,0.965,0.667,0.135,0.231,0.124
STU_0340,Data Analyst,1.3,2.91,0.616,0.988,0.168,0.599,0.289,0.218,0.051,0.316,0.0,0.357,0.191,0.0,0.827,0.139,0.116,0.089,0.781,0.627,0.0,0.891
STU_0341,Data Analyst,2.0,3.57,0.431,1.0,0.005,0.92,0.112,0.121,0.034,0.107,0.201,0.235,0.082,0.186,0.933,0.0,0.199,0.057,0.642,0.739,0.118,0.517
STU_0342,Frontend Developer,0.0,3.22,0.0,0.0,0.289,0.157,0.425,0.992,0.945,0.347,0.274,0.009,0.396,0.263,0.576,0.321,1.0,0.167,0.283,0.135,0.213,0.0
STU_0343,Data Scientist,2.1,2.96,1.0,0.431,0.858,1.0,0.564,0.174,0.075,0.06,0.0,0.106,0.052,0.218,0.582,0.128,0.132,0.193,0.121,0.041,0.213,0.96
STU_0344,Project Manager,2.5,3.69,0.182,0.0,0.179,0.14,0.06,0.087,0.138,0.349,0.364,0.061,0.122,0.126,1.0,0.922,0.814,1.0,0.611,0.405,0.2,0.072
STU_0345,Full Stack Developer,0.7,2.84,0.536,0.842,0.106,0.085,0.299,0.669,0.823,0.853,0.069,0.189,0.518,0.252,0.483,0.144,0.28,0.204,0.204,0.175,0.071,0.25
STU_0346,ML Engineer,2.2,3.94,1.0,0.215,0.866,0.401,0.525,0.391,0.068,0.232,0.112,0.562,0.897,0.478,0.167,0.25,0.209,0.46,0.0,0.257,0.491,0.347
STU_0347,DevOps Engineer,5.9,3.35,0.502,0.319,0.38,0.198,0.218,0.0,0.093,0.336,0.209,0.955,0.92,1.0,0.135,0.441,0.82,0.454,0.016,0.228,0.141,0.221
STU_0348,Frontend Developer,6.1,3.42,0.383,0.099,0.077,0.202,0.194,0.872,0.756,0.68,0.146,0.414,0.202,0.297,0.784,0.076,0.755,0.489,0.238,0.335,0.304,0.246
STU_0349,Backend Developer,3.3,3.27,0.814,0.597,0.237,0.172,0.141,0.394,0.09,0.491,0.919,0.387,0.411,0.336,0.224,0.271,0.134,0.0,0.022,0.159,0.009,0.246
STU_0350,Full Stack Developer,0.5,3.49,0.623,0.758,0.275,0.148,0.228,0.835,0.336,0.897,0.222,0.285,0.407,0.153,0.036,0.312,0.0,0.061,0.28,0.106,0.061,0.336
STU_0351,Full Stack Developer,1.2,3.24,0.727,0.665,0.169,0.103,0.225,0.721,0.635,0.89,0.378,0.26,0.869,0.094,0.0,0.307,0.084,0.159,0.0,0.065,0.0,0.135
STU_0352,ML Engineer,1.8,3.38,1.0,0.302,0.657,0.291,0.817,0.185,0.197,0.231,0.096,0.673,0.878,0.094,0.046,0.191,0.03,0.0,0.148,0.417,0.594,0.727
STU_0353,Frontend Developer,8.0,3.47,0.214,0.1,0.227,0.226,0.041,0.95,1.0,0.466,0.07,0.173,0.328,0.016,0.787,0.098,0.736,0.115,0.115,0.428,0.0,0.273
STU_0354,Full Stack Developer,2.4,3.16,0.4,0.508,0.087,0.224,0.234,0.609,0.569,0.678,0.173,0.498,0.46,0.053,0.03,0.295,0.194,0.066,0.146,0.081,0.244,0.603
STU_0355,Project Manager,0.8,2.7,0.1,0.0,0.31,0.302,0.13,0.382,0.203,0.316,0.244,0.173,0.057,0.178,1.0,0.824,0.866,0.788,0.817,0.247,0.02,0.166
STU_0356,Data Scientist,1.2,3.26,0.739,0.69,1.0,0.799,0.674,0.239,0.112,0.224,0.133,0.146,0.0,0.196,0.835,0.209,0.364,0.287,0.191,0.106,0.127,0.579
STU_0357,Full Stack Developer,7.0,3.33,0.857,0.779,0.07,0.0,0.169,0.922,0.667,0.881,0.173,0.308,0.36,0.441,0.033,0.319,0.159,0.183,0.164,0.238,0.269,0.359
STU_0358,Backend Developer,0.3,4.0,0.957,0.814,0.362,0.264,0.118,0.227,0.275,0.695,0.862,0.73,0.696,0.0,0.452,0.155,0.077,0.031,0.15,0.116,0.089,0.098
STU_0359,Data Analyst,0.2,3.36,0.723,1.0,0.143,0.916,0.264,0.101,0.136,0.328,0.364,0.21,0.021,0.156,0.584,0.211,0.238,0.159,0.836,0.763,0.239,0.52
STU_0360,Data Scientist,5.0,3.59,1.0,0.659,0.983,1.0,0.571,0.372,0.38,0.407,0.269,0.554,0.108,0.519,0.815,0.401,0.152,0.327,0.414,0.037,0.176,0.479
STU_0361,DevOps Engineer,6.7,2.92,0.573,0.078,0.167,0.639,0.458,0.0,0.283,0.32,0.149,0.927,0.941,0.698,0.045,0.226,0.815,0.094,0.081,0.187,0.333,0.189
STU_0362,DevOps Engineer,2.8,3.03,0.629,0.147,0.288,0.083,0.489,0.0,0.457,0.213,0.283,1.0,1.0,0.79,0.29,0.48,0.667,0.518,0.258,0.135,0.066,0.167
STU_0363,DevOps Engineer,4.9,3.27,0.561,0.039,0.312,0.167,0.105,0.151,0.253,0.211,0.095,0.919,0.892,0.729,0.157,0.287,0.886,0.166,0.302,0.053,0.058,0.162
STU_0364,Full Stack Developer,0.3,3.21,0.559,0.932,0.157,0.535,0.123,0.648,0.675,0.763,0.079,0.59,0.648,0.27,0.131,0.113,0.354,0.0,0.029,0.163,0.403,0.144
STU_0365,Project Manager,3.6,3.85,0.394,0.0,0.31,0.17,0.339,0.077,0.204,0.185,0.05,0.008,0.113,0.219,0.786,0.85,0.517,0.894,0.854,0.306,0.187,0.237
STU_0366,Full Stack Developer,1.0,3.19,0.91,0.725,0.589,0.098,0.012,0.694,0.667,1.0,0.158,0.071,0.465,0.371,0.35,0.127,0.0,0.031,0.458,0.303,0.21,0.48
STU_0367,DevOps Engineer,2.3,2.47,0.597,0.113,0.157,0.0,0.0,0.0,0.363,0.0,0.492,0.79,1.0,0.845,0.0,0.393,1.0,0.064,0.15,0.064,0.182,0.216
STU_0368,Project Manager,3.9,3.12,0.113,0.306,0.169,0.151,0.06,0.108,0.411,0.029,0.308,0.207,0.237,0.09,0.847,0.899,0.722,1.0,0.769,0.526,0.242,0.0
STU_0369,DevOps Engineer,6.3,3.16,0.902,0.421,0.124,0.308,0.111,0.2,0.301,0.367,0.334,0.911,1.0,0.845,0.0,0.0,1.0,0.189,0.224,0.119,0.132,0.082
STU_0370,DevOps Engineer,1.5,3.36,0.665,0.251,0.136,0.0,0.0,0.654,0.422,0.401,0.099,0.901,0.778,0.703,0.112,0.399,0.926,0.054,0.153,0.312,0.114,0.212
STU_0371,Data Analyst,1.5,3.2,0.638,0.802,0.117,0.73,0.0,0.183,0.322,0.0,0.241,0.318,0.0,0.159,1.0,0.283,0.0,0.299,0.688,0.804,0.096,0.692
STU_0372,Full Stack Developer,2.3,3.18,0.515,0.666,0.024,0.274,0.226,0.558,0.849,0.774,0.224,0.315,0.649,0.375,0.156,0.355,0.218,0.276,0.261,0.386,0.308,0.134
STU_0373,Data Scientist,1.5,3.82,0.786,0.542,0.581,0.668,0.898,0.102,0.486,0.26,0.193,0.0,0.201,0.484,0.934,0.241,0.028,0.056,0.072,0.392,0.445,0.829
STU_0374,Data Analyst,5.8,2.49,0.453,0.908,0.269,0.771,0.105,0.093,0.413,0.487,0.217,0.16,0.11,0.2,0.717,0.185,0.262,0.139,0.772,0.672,0.152,0.634
STU_0375,Backend Developer,5.4,3.01,0.936,0.82,0.292,0.309,0.094,0.063,0.045,0.663,0.905,0.512,0.791,0.0,0.142,0.375,0.174,0.076,0.101,0.0,0.048,0.359
STU_0376,Project Manager,5.6,3.33,0.0,0.0,0.379,0.293,0.005,0.105,0.196,0.021,0.0,0.176,0.286,0.289,1.0,0.667,0.809,0.91,0.687,0.168,0.101,0.0
STU_0377,Data Scientist,4.2,2.56,0.677,0.771,0.833,0.837,0.485,0.281,0.08,0.035,0.37,0.173,0.178,0.304,0.6,0.13,0.246,0.0,0.233,0.087,0.328,0.882
STU_0378,DevOps Engineer,7.2,3.81,0.584,0.023,0.194,0.0,0.0,0.378,0.255,0.147,0.064,0.737,0.93,0.848,0.432,0.172,0.809,0.0,0.146,0.227,0.144,0.127
STU_0379,ML Engineer,7.9,3.39,0.922,0.372,0.993,0.363,0.709,0.169,0.17,0.282,0.319,0.719,0.832,0.116,0.333,0.352,0.302,0.22,0.307,0.066,0.63,0.745
STU_0380,Project Manager,6.3,4.0,0.013,0.136,0.206,0.09,0.212,0.21,0.077,0.285,0.085,0.543,0.184,0.024,0.752,1.0,0.739,0.745,0.828,0.138,0.298,0.34
STU_0381,Full Stack Developer,5.1,3.29,0.341,0.577,0.162,0.539,0.47,0.993,0.581,0.698,0.076,0.082,0.824,0.163,0.183,0.316,0.0,0.208,0.035,0.156,0.112,0.104
STU_0382,ML Engineer,7.0,3.27,0.867,0.256,0.77,0.302,0.769,0.127,0.081,0.164,0.481,0.691,0.528,0.338,0.129,0.243,0.109,0.392,0.111,0.41,0.443,0.656
STU_0383,Full Stack Developer,3.2,2.35,0.941,0.66,0.239,0.486,0.0,0.554,0.581,0.922,0.0,0.29,0.679,0.502,0.357,0.255,0.404,0.281,0.131,0.028,0.115,0.194
STU_0384,Backend Developer,0.9,3.08,0.667,0.804,0.282,0.444,0.228,0.064,0.0,0.803,0.67,0.73,0.91,0.0,0.283,0.394,0.353,0.0,0.072,0.008,0.279,0.262
STU_0385,Project Manager,5.4,3.63,0.32,0.222,0.222,0.145,0.041,0.197,0.208,0.292,0.304,0.213,0.364,0.144,0.683,0.972,0.819,1.0,0.51,0.469,0.307,0.157
STU_0386,DevOps Engineer,2.8,3.26,0.435,0.539,0.108,0.458,0.172,0.437,0.09,0.203,0.321,0.999,1.0,0.827,0.213,0.387,0.694,0.286,0.167,0.231,0.213,0.082
STU_0387,Data Scientist,2.2,3.56,0.885,0.936,1.0,0.943,0.486,0.076,0.496,0.049,0.217,0.254,0.153,0.05,0.582,0.118,0.094,0.399,0.199,0.121,0.216,0.9
STU_0388,ML Engineer,6.3,3.02,0.709,0.376,0.899,0.193,0.696,0.016,0.0,0.086,0.288,0.556,0.468,0.064,0.142,0.148,0.181,0.355,0.387,0.501,0.356,0.572
STU_0389,Backend Developer,0.5,3.43,0.829,0.831,0.437,0.356,0.359,0.138,0.185,0.654,0.574,0.821,0.812,0.148,0.396,0.105,0.0,0.351,0.008,0.171,0.231,0.258
STU_0390,ML Engineer,4.3,2.78,0.982,0.081,0.944,0.0,1.0,0.0,0.148,0.002,0.09,0.702,0.621,0.372,0.234,0.131,0.18,0.383,0.336,0.029,0.498,0.771
STU_0391,ML Engineer,2.7,2.06,1.0,0.066,1.0,0.279,0.63,0.121,0.118,0.224,0.169,0.528,0.491,0.282,0.243,0.216,0.241,0.107,0.228,0.581,0.776,0.657
STU_0392,Project Manager,4.4,2.98,0.36,0.318,0.118,0.0,0.027,0.267,0.187,0.304,0.213,0.345,0.255,0.324,0.587,0.715,0.745,1.0,0.982,0.175,0.108,0.0
STU_0393,Full Stack Developer,1.2,3.97,1.0,0.589,0.516,0.312,0.046,0.835,0.816,0.766,0.326,0.322,0.689,0.198,0.024,0.188,0.226,0.0,0.225,0.185,0.006,0.15
STU_0394,Backend Developer,2.4,2.61,0.733,0.955,0.182,0.0,0.301,0.101,0.15,0.542,0.811,0.76,0.84,0.438,0.459,0.0,0.021,0.0,0.295,0.096,0.127,0.168
STU_0395,ML Engineer,2.6,3.24,0.711,0.2,1.0,0.196,0.681,0.0,0.343,0.09,0.028,0.443,0.484,0.056,0.164,0.019,0.228,0.163,0.533,0.0,0.624,0.726
STU_0396,ML Engineer,1.3,3.8,1.0,0.214,1.0,0.0,0.674,0.421,0.337,0.281,0.385,0.413,0.819,0.36,0.101,0.594,0.229,0.0,0.257,0.092,0.775,0.782
STU_0397,Project Manager,6.1,3.53,0.341,0.076,0.177,0.278,0.145,0.15,0.206,0.04,0.0,0.236,0.0,0.051,0.634,0.653,0.864,0.917,0.661,0.003,0.102,0.256
STU_0398,Frontend Developer,6.9,3.38,0.345,0.162,0.0,0.087,0.185,0.784,0.742,0.51,0.565,0.127,0.2,0.003,0.887,0.331,0.821,0.404,0.136,0.155,0.456,0.295
STU_0399,Data Scientist,6.7,3.15,0.813,0.835,0.961,0.639,0.64,0.232,0.255,0.286,0.424,0.262,0.203,0.372,1.0,0.337,0.231,0.265,0.238,0.203,0.525,0.688
STU_0400,Backend Developer,4.8,2.86,0.478,0.772,0.118,0.287,0.214,0.047,0.421,0.864,1.0,0.636,0.695,0.306,0.113,0.22,0.174,0.0,0.219,0.134,0.164,0.255
STU_0401,Backend Developer,7.3,3.05,0.65,0.685,0.075,0.111,0.171,0.288,0.248,0.541,0.994,0.742,0.565,0.384,0.249,0.177,0.254,0.196,0.282,0.228,0.149,0.0
STU_0402,Data Analyst,6.0,3.82,0.717,0.972,0.148,1.0,0.231,0.225,0.179,0.453,0.093,0.152,0.014,0.309,0.713,0.129,0.122,0.209,0.612,0.364,0.269,0.383
STU_0403,Frontend Developer,1.1,3.34,0.175,0.395,0.196,0.44,0.132,0.545,0.888,0.756,0.28,0.123,0.249,0.346,0.687,0.594,0.622,0.35,0.314,0.095,0.136,0.353
STU_0404,Project Manager,7.4,3.17,0.0,0.298,0.243,0.19,0.254,0.139,0.111,0.164,0.13,0.527,0.337,0.055,1.0,0.835,0.804,1.0,0.405,0.164,0.114,0.231
STU_0405,DevOps Engineer,7.0,2.61,0.581,0.36,0.245,0.206,0.222,0.475,0.226,0.123,0.0,0.685,0.83,0.884,0.117,0.253,0.715,0.063,0.292,0.405,0.034,0.237
STU_0406,Project Manager,6.8,3.58,0.112,0.37,0.083,0.078,0.205,0.206,0.082,0.498,0.16,0.217,0.14,0.266,1.0,1.0,0.686,1.0,0.782,0.346,0.186,0.172
