student_id,job_id,domain_match,required_overlap_count,required_overlap_ratio,nice_overlap_count,nice_overlap_ratio,avg_required_skill_score,min_required_skill_score,meets_min_score_threshold,years_experience,min_years_required,years_gap,verified_skill_breadth,is_good_match
S0001,J0022,1.0,3,0.6,1,1.0,52.43,47.3,0.0,0.6,0.0,0.6,8,1
S0513,J0035,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,2.0,-1.8,8,1
S0159,J0010,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.3,2.0,0.3,6,0
S0432,J0112,0.0,1,0.25,0,0.0,72.0,72.0,1.0,3.7,3.0,0.7,7,1
S0593,J0058,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,6,0
S0533,J0002,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,1.0,1.5,4,0
S0350,J0043,1.0,2,0.5,2,0.6667,78.85,75.1,1.0,0.6,1.0,-0.4,6,1
S0030,J0046,1.0,1,0.25,1,0.3333,52.7,52.7,1.0,0.1,2.0,-1.9,4,0
S0519,J0050,1.0,2,0.6667,2,0.6667,75.95,67.2,1.0,2.5,1.0,1.5,8,1
S0290,J0041,0.0,0,0.0,1,1.0,0.0,0.0,0.0,0.4,0.0,0.4,6,0
S0543,J0091,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,3.0,-1.8,8,0
S0087,J0069,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,1.0,1.5,7,1
S0245,J0044,0.0,1,0.25,1,0.5,72.2,72.2,1.0,1.8,0.0,1.8,7,1
S0109,J0031,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,1.0,-0.6,7,0
S0137,J0001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.1,2.0,0.1,6,1
S0458,J0060,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,5,1
S0500,J0069,0.0,2,0.5,0,0.0,80.15,78.7,1.0,0.1,1.0,-0.9,5,0
S0508,J0089,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5,0
S0400,J0006,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.4,0.0,1.4,8,0
S0166,J0104,1.0,1,0.25,0,0.0,35.9,35.9,0.0,0.3,1.0,-0.7,4,0
S0100,J0100,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,3.2,1.0,2.2,5,1
S0235,J0040,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.6,0.0,2.6,6,0
S0240,J0007,0.0,1,0.2,0,0.0,72.9,72.9,1.0,0.7,0.0,0.7,9,1
S0255,J0061,1.0,1,0.25,1,1.0,83.0,83.0,1.0,0.3,1.0,-0.7,6,0
S0293,J0022,0.0,1,0.2,0,0.0,54.4,54.4,0.0,0.1,0.0,0.1,6,1
S0358,J0082,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.3,1.0,0.3,7,0
S0051,J0051,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,4,0
S0585,J0081,0.0,0,0.0,0,0.0,0.0,0.0,0.0,5.7,3.0,2.7,7,0
S0205,J0090,0.0,1,0.2,0,0.0,50.4,50.4,0.0,0.6,1.0,-0.4,8,1
S0357,J0106,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5,0
S0205,J0100,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.6,1.0,-0.4,8,1
S0491,J0082,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.7,1.0,0.7,8,0
S0455,J0083,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,9,0
S0292,J0064,1.0,5,1.0,1,0.5,59.18,36.3,0.0,0.6,0.0,0.6,8,1
S0034,J0009,0.0,1,0.25,0,0.0,63.4,63.4,0.0,1.7,2.0,-0.3,6,1
S0292,J0036,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,8,1
S0010,J0104,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4,0
S0089,J0117,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,6,0
S0379,J0077,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,1.0,-0.6,7,0
S0493,J0004,0.0,1,0.2,0,0.0,68.0,68.0,1.0,6.4,2.0,4.4,6,0
S0037,J0049,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,7,0
S0156,J0100,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,1.0,-0.6,5,1
S0307,J0093,0.0,1,0.2,0,0.0,27.2,27.2,0.0,0.9,0.0,0.9,6,1
S0494,J0106,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,1.0,1.5,5,0
S0293,J0096,1.0,2,0.5,0,0.0,61.1,54.4,1.0,0.1,2.0,-1.9,6,1
S0489,J0014,0.0,0,0.0,1,0.5,0.0,0.0,0.0,0.8,1.0,-0.2,5,0
S0084,J0074,0.0,0,0.0,1,0.5,0.0,0.0,0.0,1.8,2.0,-0.2,5,0
S0597,J0055,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
S0027,J0064,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,7,0
S0329,J0013,1.0,1,0.3333,1,0.5,68.1,68.1,1.0,4.6,1.0,3.6,5,1
S0432,J0007,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.7,0.0,3.7,7,1
S0528,J0008,0.0,1,0.3333,0,0.0,66.0,66.0,1.0,0.3,1.0,-0.7,5,1
S0402,J0111,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.1,3.0,-2.9,7,0
S0389,J0001,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.1,2.0,-1.9,8,1
S0281,J0054,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,3.0,-2.0,6,0
S0025,J0095,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,1.0,-0.6,6,1
S0190,J0102,0.0,1,0.3333,0,0.0,54.1,54.1,1.0,1.4,0.0,1.4,7,1
S0509,J0010,0.0,1,0.25,0,0.0,60.4,60.4,1.0,1.3,2.0,-0.7,7,1
S0364,J0041,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,6,0
S0076,J0001,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,1.0,2.0,-1.0,7,0
S0092,J0016,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4.7,0.0,4.7,5,0
S0348,J0014,1.0,2,0.6667,1,0.5,59.65,56.1,0.0,2.4,1.0,1.4,7,0
S0042,J0065,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,1.0,-0.6,5,1
S0207,J0077,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.9,1.0,1.9,8,0
S0460,J0096,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,5,0
S0218,J0099,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,1.0,-0.3,7,0
S0271,J0010,0.0,2,0.5,0,0.0,53.55,37.7,0.0,1.6,2.0,-0.4,8,1
S0319,J0036,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6,0
S0054,J0018,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,1.0,-0.7,5,0
S0392,J0060,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,0
S0375,J0072,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.1,1.0,-0.9,5,0
S0392,J0110,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,1
S0434,J0032,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,1.0,0.2,7,0
S0318,J0113,0.0,1,0.2,0,0.0,67.1,67.1,1.0,1.3,0.0,1.3,7,1
S0377,J0072,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,6,0
S0516,J0033,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,1.0,-0.9,4,0
S0466,J0054,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.8,3.0,-1.2,4,0
S0319,J0073,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.0,-1.0,6,0
S0542,J0011,1.0,3,0.6,2,1.0,50.33,45.9,0.0,3.2,3.0,0.2,6,1
S0169,J0031,0.0,0,0.0,1,1.0,0.0,0.0,0.0,1.5,1.0,0.5,8,1
S0566,J0061,1.0,3,0.75,0,0.0,34.37,12.7,0.0,0.7,1.0,-0.3,6,1
S0447,J0008,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.2,1.0,2.2,4,0
S0519,J0107,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,1.0,1.5,8,0
S0361,J0108,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,2.0,-1.3,6,0
S0146,J0030,0.0,1,0.25,0,0.0,97.6,97.6,1.0,0.4,1.0,-0.6,6,1
S0520,J0059,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,1.0,-0.4,5,1
S0035,J0008,1.0,1,0.3333,0,0.0,72.8,72.8,1.0,0.6,1.0,-0.4,4,1
S0330,J0117,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,1.0,-0.7,7,0
S0545,J0003,1.0,2,0.6667,1,1.0,63.25,59.2,1.0,0.8,3.0,-2.2,6,1
S0542,J0023,1.0,2,0.6667,2,0.6667,50.3,45.9,1.0,3.2,2.0,1.2,6,1
S0191,J0015,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,2.0,-0.8,8,1
S0152,J0049,0.0,1,0.3333,0,0.0,90.9,90.9,1.0,0.8,0.0,0.8,7,1
S0094,J0027,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,3.0,-2.8,4,0
S0546,J0036,1.0,2,0.5,0,0.0,70.55,70.4,1.0,1.6,0.0,1.6,4,1
S0053,J0067,0.0,0,0.0,0,0.0,0.0,0.0,0.0,7.1,0.0,7.1,6,0
S0347,J0088,1.0,3,0.75,1,1.0,84.07,75.4,1.0,0.8,0.0,0.8,7,1
S0229,J0059,1.0,1,0.25,0,0.0,67.1,67.1,1.0,0.6,1.0,-0.4,5,0
S0426,J0004,0.0,1,0.2,0,0.0,56.8,56.8,1.0,1.2,2.0,-0.8,6,1
S0346,J0065,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,1.0,-0.4,4,0
S0340,J0075,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,3.0,-2.6,5,0
S0403,J0002,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.7,1.0,0.7,4,0
S0045,J0065,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,8,0
S0262,J0005,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,5,0
S0009,J0110,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,5,0
S0568,J0082,1.0,4,0.8,1,0.5,97.2,93.3,1.0,1.8,1.0,0.8,6,0
S0133,J0013,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.3,1.0,1.3,4,0
S0332,J0030,0.0,1,0.25,0,0.0,74.2,74.2,1.0,1.7,1.0,0.7,7,1
S0036,J0109,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,2.0,-1.7,5,0
S0336,J0073,0.0,1,0.25,0,0.0,70.3,70.3,1.0,0.2,3.0,-2.8,7,1
S0319,J0029,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.0,-1.0,6,0
S0553,J0096,0.0,1,0.25,0,0.0,81.3,81.3,1.0,1.1,2.0,-0.9,8,1
S0307,J0005,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.9,1.0,-0.1,6,0
S0355,J0076,1.0,2,0.5,0,0.0,32.85,29.5,0.0,0.9,1.0,-0.1,5,0
S0052,J0061,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.7,1.0,0.7,8,0
S0050,J0046,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,2.0,-0.8,4,1
S0378,J0095,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,1.0,-0.6,7,0
S0463,J0025,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.6,0.0,1.6,6,0
S0094,J0102,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,4,0
S0399,J0057,0.0,1,0.25,0,0.0,62.6,62.6,1.0,0.1,0.0,0.1,4,1
S0228,J0019,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,8,0
S0147,J0092,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,1.0,-0.3,8,0
S0281,J0069,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6,0
S0262,J0009,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,2.0,-1.8,5,0
S0162,J0027,1.0,3,0.75,1,1.0,95.47,86.5,1.0,0.7,3.0,-2.3,8,0
S0023,J0117,1.0,2,0.6667,1,1.0,42.95,29.4,0.0,0.9,1.0,-0.1,8,1
S0513,J0100,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.2,1.0,-0.8,8,0
S0012,J0079,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,7,0
S0501,J0050,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.0,1.0,-1.0,8,0
S0529,J0046,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,7,0
S0369,J0118,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.8,1.0,-0.2,6,0
S0553,J0070,0.0,1,0.3333,0,0.0,81.3,81.3,1.0,1.1,2.0,-0.9,8,1
S0222,J0044,0.0,1,0.25,0,0.0,85.3,85.3,1.0,0.1,0.0,0.1,8,0
S0083,J0101,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,5,0
S0438,J0026,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.4,3.0,-1.6,5,0
S0046,J0010,1.0,2,0.5,2,0.6667,66.65,57.2,1.0,4.3,2.0,2.3,7,1
S0350,J0094,1.0,1,0.25,3,1.0,78.2,78.2,1.0,0.6,3.0,-2.4,6,1
S0091,J0059,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,3.0,1.0,2.0,5,0
S0318,J0024,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.3,3.0,-1.7,7,1
S0533,J0036,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,4,0
S0119,J0019,1.0,5,1.0,0,0.0,81.4,66.4,1.0,2.1,1.0,1.1,9,1
S0454,J0083,1.0,2,0.4,2,0.6667,53.9,50.2,1.0,0.2,0.0,0.2,5,1
S0351,J0056,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,3.0,-2.5,6,0
S0560,J0095,1.0,2,0.6667,0,0.0,42.2,38.4,0.0,0.8,1.0,-0.2,5,0
S0305,J0047,1.0,3,1.0,2,0.6667,60.97,54.2,1.0,1.1,1.0,0.1,8,1
S0157,J0036,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,8,0
S0433,J0054,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,3.0,-2.7,5,0
S0412,J0056,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.3,3.0,0.3,4,1
S0236,J0007,0.0,0,0.0,1,0.5,0.0,0.0,0.0,0.6,0.0,0.6,7,0
S0439,J0095,0.0,1,0.3333,0,0.0,41.6,41.6,0.0,0.3,1.0,-0.7,6,1
S0258,J0073,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.9,3.0,-1.1,4,0
S0301,J0120,0.0,1,0.3333,0,0.0,51.0,51.0,0.0,2.7,2.0,0.7,7,1
S0497,J0062,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,2.0,-1.8,4,0
S0268,J0077,0.0,0,0.0,0,0.0,0.0,0.0,0.0,6.2,1.0,5.2,7,1
S0394,J0080,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,5,0
S0123,J0100,1.0,1,0.3333,3,1.0,44.6,44.6,0.0,0.2,1.0,-0.8,9,1
S0318,J0100,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,1.3,1.0,0.3,7,1
S0370,J0079,1.0,3,0.75,1,0.5,58.47,45.6,1.0,0.3,0.0,0.3,7,1
S0504,J0010,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,2.0,-0.8,8,0
S0479,J0044,0.0,1,0.25,0,0.0,18.0,18.0,0.0,3.5,0.0,3.5,4,1
S0281,J0082,1.0,3,0.6,1,0.5,48.17,34.1,0.0,1.0,1.0,0.0,6,1
S0251,J0016,1.0,2,0.6667,1,0.5,89.9,80.9,1.0,0.1,0.0,0.1,6,1
S0433,J0014,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,1.0,-0.7,5,0
S0178,J0019,0.0,1,0.2,0,0.0,65.5,65.5,1.0,1.7,1.0,0.7,6,0
S0424,J0004,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,2.0,-1.7,6,0
S0041,J0066,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.9,2.0,-1.1,8,0
S0460,J0070,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,5,0
S0340,J0094,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,3.0,-2.6,5,0
S0259,J0112,1.0,3,0.75,2,1.0,75.4,58.2,1.0,0.1,3.0,-2.9,8,1
S0545,J0060,0.0,1,0.25,0,0.0,44.6,44.6,0.0,0.8,0.0,0.8,6,1
S0592,J0032,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.1,1.0,0.1,8,1
S0422,J0075,1.0,2,0.5,1,0.5,37.0,36.9,0.0,5.3,3.0,2.3,6,1
S0079,J0034,1.0,4,0.8,0,0.0,65.83,52.9,1.0,0.5,2.0,-1.5,9,1
S0212,J0060,1.0,3,0.75,1,0.3333,70.9,62.5,1.0,0.5,0.0,0.5,6,1
S0001,J0060,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,8,0
S0002,J0074,0.0,0,0.0,1,0.5,0.0,0.0,0.0,1.6,2.0,-0.4,4,0
S0351,J0004,1.0,4,0.8,0,0.0,50.8,45.8,1.0,0.5,2.0,-1.5,6,1
S0431,J0090,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,1.0,0.2,5,0
S0402,J0065,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.1,1.0,-0.9,7,0
S0400,J0035,1.0,2,0.5,2,1.0,41.45,38.1,0.0,1.4,2.0,-0.6,8,1
S0139,J0013,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.9,1.0,0.9,7,1
S0071,J0102,0.0,0,0.0,1,0.5,0.0,0.0,0.0,2.9,0.0,2.9,5,0
S0189,J0065,0.0,1,0.2,1,0.3333,71.3,71.3,1.0,0.7,1.0,-0.3,8,0
S0171,J0098,0.0,1,0.3333,0,0.0,63.9,63.9,1.0,1.1,0.0,1.1,7,1
S0039,J0003,0.0,1,0.3333,0,0.0,34.0,34.0,0.0,2.2,3.0,-0.8,8,1
S0380,J0113,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.3,0.0,3.3,5,0
S0088,J0059,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.1,1.0,0.1,5,0
S0551,J0012,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8,0
S0390,J0040,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,7,0
S0098,J0111,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.0,3.0,-3.0,5,0
S0552,J0116,1.0,1,0.3333,1,0.3333,45.3,45.3,0.0,0.0,2.0,-2.0,4,1
S0306,J0084,0.0,1,0.2,0,0.0,93.3,93.3,1.0,1.8,3.0,-1.2,9,1
S0518,J0002,0.0,1,0.2,0,0.0,61.2,61.2,1.0,1.8,1.0,0.8,8,1
S0256,J0110,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,8,0
S0541,J0037,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,3.0,-2.6,6,0
S0571,J0094,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,3.0,-2.3,8,1
S0031,J0116,1.0,3,1.0,2,0.6667,29.47,27.5,0.0,0.6,2.0,-1.4,7,1
S0521,J0063,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,5,0
S0124,J0036,1.0,3,0.75,1,1.0,79.27,76.6,1.0,0.8,0.0,0.8,7,1
S0113,J0066,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.1,2.0,0.1,9,0
S0458,J0113,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,5,0
S0522,J0117,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.1,1.0,1.1,4,0
S0361,J0079,1.0,1,0.25,1,0.5,71.9,71.9,1.0,0.7,0.0,0.7,6,1
S0507,J0014,0.0,0,0.0,1,0.5,0.0,0.0,0.0,3.4,1.0,2.4,6,0
S0337,J0105,0.0,1,0.2,0,0.0,35.7,35.7,0.0,1.1,1.0,0.1,4,1
S0352,J0083,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,5,1
S0153,J0049,0.0,1,0.3333,0,0.0,68.8,68.8,1.0,0.9,0.0,0.9,8,1
S0080,J0002,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.6,1.0,0.6,6,0
S0006,J0027,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.9,3.0,-2.1,5,1
S0536,J0078,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,8,0
S0338,J0119,1.0,0,0.0,1,0.5,0.0,0.0,0.0,1.5,0.0,1.5,5,1
S0503,J0035,1.0,1,0.25,2,1.0,55.9,55.9,1.0,1.2,2.0,-0.8,5,1
S0401,J0033,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,1.0,0.2,7,0
S0310,J0054,1.0,3,0.75,2,1.0,94.43,86.6,1.0,0.3,3.0,-2.7,8,1
S0231,J0059,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,1.0,-0.4,4,0
S0587,J0018,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,7,0
S0100,J0020,0.0,1,0.3333,0,0.0,70.6,70.6,1.0,3.2,3.0,0.2,5,1
S0576,J0092,1.0,3,1.0,1,0.5,61.7,54.6,0.0,0.3,1.0,-0.7,8,1
S0303,J0005,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,1.8,1.0,0.8,7,0
S0244,J0039,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,7,0
S0257,J0030,1.0,2,0.5,1,1.0,79.5,61.1,1.0,1.0,1.0,0.0,7,1
S0285,J0108,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8,0
S0574,J0015,1.0,3,0.75,0,0.0,47.4,42.0,0.0,0.3,2.0,-1.7,8,0
S0009,J0014,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,5,1
S0235,J0010,0.0,1,0.25,0,0.0,65.0,65.0,1.0,2.6,2.0,0.6,6,1
S0324,J0109,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,2.0,-1.6,7,0
S0546,J0068,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.6,1.0,0.6,4,0
S0419,J0095,0.0,1,0.3333,0,0.0,47.8,47.8,0.0,0.1,1.0,-0.9,4,1
S0065,J0120,0.0,0,0.0,1,0.5,0.0,0.0,0.0,0.3,2.0,-1.7,4,0
S0075,J0062,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.3,2.0,-0.7,8,0
S0097,J0118,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,9,0
S0065,J0069,0.0,1,0.25,0,0.0,56.2,56.2,0.0,0.3,1.0,-0.7,4,0
S0088,J0010,1.0,0,0.0,2,0.6667,0.0,0.0,0.0,1.1,2.0,-0.9,5,1
S0239,J0020,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,3.0,-2.0,8,0
S0145,J0008,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,1.0,-0.4,6,0
S0396,J0090,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,1.0,-0.3,8,0
S0545,J0076,1.0,1,0.25,1,0.5,66.9,66.9,1.0,0.8,1.0,-0.2,6,1
S0461,J0021,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.3,1.0,0.3,6,0
S0099,J0022,0.0,0,0.0,1,1.0,0.0,0.0,0.0,1.3,0.0,1.3,8,1
S0395,J0120,0.0,0,0.0,0,0.0,0.0,0.0,0.0,6.8,2.0,4.8,6,0
S0293,J0082,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,1.0,-0.9,6,0
S0356,J0015,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.7,2.0,0.7,5,0
S0291,J0059,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,1.0,-0.6,7,0
S0596,J0099,1.0,1,0.25,2,0.6667,67.4,67.4,1.0,0.1,1.0,-0.9,6,1
S0169,J0045,0.0,1,0.2,0,0.0,29.4,29.4,0.0,1.5,3.0,-1.5,8,1
S0464,J0060,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.2,0.0,2.2,6,1
S0414,J0096,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,2.0,-1.5,7,0
S0415,J0115,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,3.0,-1.8,6,0
S0391,J0028,1.0,4,0.8,0,0.0,61.58,53.6,1.0,5.3,3.0,2.3,7,1
S0196,J0083,0.0,1,0.2,0,0.0,85.6,85.6,1.0,1.1,0.0,1.1,7,1
S0045,J0019,1.0,5,1.0,1,1.0,58.12,44.5,0.0,1.5,1.0,0.5,8,1
S0595,J0099,0.0,1,0.25,0,0.0,95.1,95.1,1.0,0.1,1.0,-0.9,7,1
S0573,J0081,1.0,3,0.6,2,0.6667,60.03,53.5,1.0,1.6,3.0,-1.4,5,0
S0215,J0025,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.6,0.0,2.6,7,0
S0555,J0039,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,7,0
S0543,J0014,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,1.0,0.2,8,1
S0560,J0025,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,5,1
S0531,J0120,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,2.0,-0.5,6,0
S0205,J0060,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,8,0
S0146,J0049,0.0,1,0.3333,0,0.0,97.6,97.6,1.0,0.4,0.0,0.4,6,1
S0162,J0086,0.0,1,0.25,0,0.0,100.0,100.0,1.0,0.7,1.0,-0.3,8,1
S0529,J0037,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,7,1
S0050,J0080,1.0,3,0.6,0,0.0,91.23,90.3,1.0,1.2,1.0,0.2,4,1
S0589,J0044,0.0,1,0.25,0,0.0,85.8,85.8,1.0,1.4,0.0,1.4,8,1
